adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001437749-20-001895	1547459	NATURAL GROCERS BY VITAMIN COTTAGE, INC.	5411	US	CO	LAKEWOOD	80228	12612 W. ALAMEDA PARKWAY		877-986-4600	US	CO	LAKEWOOD	80228	12612 W. ALAMEDA PARKWAY		US	DE	841444517			2-ACC	0	0930	10-Q	20191231	2019	Q1	20200206	2020-02-06 16:11:00.0	0	1	ngvc-20191231.xml	1	
0001437749-20-001900	719274	GIGA TRONICS INC	3825	US	CA	DUBLIN	94568	5990 GLEASON DR		9253294650	US	CA	DUBLIN	94568	5990 GLEASON DR		US	CA	942656341			4-NON	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 16:31:00.0	0	1	giga-20191228.xml	1	
0001437749-20-001901	842023	BIO-TECHNE CORP	2836	US	MN	MINNEAPOLIS	55413	614 MCKINLEY PL N E		6123798854	US	MN	MINNEAPOLIS	55413	614 MCKINLEY PLACE NE		US	MN	411427402	TECHNE CORP /MN/	19920703	1-LAF	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 16:32:00.0	0	1	tech20191231_10q_htm.xml	1	
0001437749-20-001903	1502377	CONTANGO ORE, INC.	1040	US	TX	HOUSTON	77098	3700 BUFFALO SPEEDWAY	STE 925	713-877-1311	US	TX	HOUSTON	77098	3700 BUFFALO SPEEDWAY	STE 925	US	DE	273431051			4-NON	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 16:38:00.0	0	1	ctgo-20191231.xml	1	
0001463172-20-000037	1463172	ZENDESK, INC.	7374	US	CA	SAN FRANCISCO	94103	1019 MARKET STREET		(415) 418-7506	US	CA	SAN FRANCISCO	94103	1019 MARKET STREET		US	DE	000000000			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:56:00.0	0	0	zen8-kq42019coverpage_htm.xml	1	
0001474439-20-000012	1474439	TELENAV, INC.	3812	US	CA	SANTA CLARA	95054	4655 GREAT AMERICA PARKWAY	SUITE 300	(408) 245-3800	US	CA	SANTA CLARA	95054	4655 GREAT AMERICA PARKWAY	SUITE 300	US	DE	770521800	TELENAV, INC.	20100415	2-ACC	0	0630	8-K	20200131			20200206	2020-02-06 16:26:00.0	1	0	tnav123120198-k_htm.xml	1	
0001476150-20-000003	1476150	TERRENO REALTY CORP	6500	US	CA	SAN FRANCISCO	94104	101 MONTGOMERY STREET	SUITE 200	(415) 655-4580	US	CA	SAN FRANCISCO	94104	101 MONTGOMERY STREET	SUITE 200			271262675			1-LAF	1	1231	10-K	20191231	2019	FY	20200206	2020-02-06 16:04:00.0	0	1	trno-20191231_htm.xml	1	
0001483798-20-000027	1191334	CHUN CAN CAPITAL GROUP	3674	DO		SANTO DOMINGO ESTE	11506	COSTA RICA STREET, YESIANA	ALMA ROSA 1	(809) 245-7769	DO		SANTO DOMINGO ESTE	11506	COSTA RICA STREET, YESIANA	ALMA ROSA 1	US	NV	522360156	CINTEL CORP	20031216	4-NON	0	1231	10-Q	20130331	2013	Q1	20200206	2020-02-06 14:38:00.0	0	1	cncn-20130331.xml	1	
0001483798-20-000029	1191334	CHUN CAN CAPITAL GROUP	3674	DO		SANTO DOMINGO ESTE	11506	COSTA RICA STREET, YESIANA	ALMA ROSA 1	(809) 245-7769	DO		SANTO DOMINGO ESTE	11506	COSTA RICA STREET, YESIANA	ALMA ROSA 1	US	NV	522360156	CINTEL CORP	20031216	4-NON	0	1231	10-Q	20130630	2013	Q2	20200206	2020-02-06 14:38:00.0	0	1	cncn-20130630.xml	1	
0001483798-20-000031	1191334	CHUN CAN CAPITAL GROUP	3674	DO		SANTO DOMINGO ESTE	11506	COSTA RICA STREET, YESIANA	ALMA ROSA 1	(809) 245-7769	DO		SANTO DOMINGO ESTE	11506	COSTA RICA STREET, YESIANA	ALMA ROSA 1	US	NV	522360156	CINTEL CORP	20031216	4-NON	0	1231	10-Q	20130930	2013	Q3	20200206	2020-02-06 14:37:00.0	0	1	cncn-20130930.xml	1	
0001483798-20-000033	1191334	CHUN CAN CAPITAL GROUP	3674	DO		SANTO DOMINGO ESTE	11506	COSTA RICA STREET, YESIANA	ALMA ROSA 1	(809) 245-7769	DO		SANTO DOMINGO ESTE	11506	COSTA RICA STREET, YESIANA	ALMA ROSA 1	US	NV	522360156	CINTEL CORP	20031216	4-NON	0	1231	10-Q	20130930	2013	Q3	20200206	2020-02-06 15:53:00.0	0	1	cncn-20130930.xml	1	
0001489096-20-000026	1489096	THERMON GROUP HOLDINGS, INC.	3620	US	TX	AUSTIN	78735	7171 SOUTHWEST PARKWAY	BUILDING 300, SUITE 200	5126900600	US	TX	AUSTIN	78735	7171 SOUTHWEST PARKWAY	BUILDING 300, SUITE 200	US	DE	272228185			1-LAF	0	0331	8-K	20200131			20200206	2020-02-06 08:00:00.0	0	0	q3fy20pressrelease8-kc_htm.xml	1	
0001489096-20-000028	1489096	THERMON GROUP HOLDINGS, INC.	3620	US	TX	AUSTIN	78735	7171 SOUTHWEST PARKWAY	BUILDING 300, SUITE 200	5126900600	US	TX	AUSTIN	78735	7171 SOUTHWEST PARKWAY	BUILDING 300, SUITE 200	US	DE	272228185			1-LAF	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 15:04:00.0	0	1	tgh12312019-10q_htm.xml	1	
0001493152-20-001680	1690842	GRANITESHARES PLATINUM TRUST	6221	US	NY	NEW YORK	10013	205 HUDSON STREET 7TH FLOOR,		9173380565	US	NY	NEW YORK	10013	205 HUDSON STREET 7TH FLOOR,		US	NY	000000000			4-NON	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 09:10:00.0	0	1	pltm-20191231.xml	1	
0001493152-20-001681	1690437	GRANITESHARES GOLD TRUST	6799	US	NY	NEW YORK	10013	205 HUDSON STREET 7TH FLOOR,		9173380565	US	NY	NEW YORK	10013	205 HUDSON STREET 7TH FLOOR,		US	DE	000000000			4-NON	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 09:11:00.0	0	1	bar-20191231.xml	1	
0001493152-20-001702	67625	MONMOUTH REAL ESTATE INVESTMENT CORP	6798	US	NJ	HOLMDEL	07733	101 CRAWFORDS CORNER ROAD, SUITE 1405		(732) 577-4054	US	NJ	HOLMDEL	07733	101 CRAWFORDS CORNER ROAD, SUITE 1405		US	MD	221897375	MONMOUTH REAL ESTATE INVESTMENT TRUST	19900403	1-LAF	0	0930	10-Q	20191231	2020	Q1	20200206	2020-02-06 16:16:00.0	0	1	form10-q_htm.xml	1	
0001493152-20-001706	67625	MONMOUTH REAL ESTATE INVESTMENT CORP	6798	US	NJ	HOLMDEL	07733	101 CRAWFORDS CORNER ROAD, SUITE 1405		(732) 577-4054	US	NJ	HOLMDEL	07733	101 CRAWFORDS CORNER ROAD, SUITE 1405		US	MD	221897375	MONMOUTH REAL ESTATE INVESTMENT TRUST	19900403	1-LAF	0	0930	8-K	20200131			20200206	2020-02-06 16:35:00.0	0	0	form8-k_htm.xml	1	
0001493152-20-001711	67625	MONMOUTH REAL ESTATE INVESTMENT CORP	6798	US	NJ	HOLMDEL	07733	101 CRAWFORDS CORNER ROAD, SUITE 1405		(732) 577-4054	US	NJ	HOLMDEL	07733	101 CRAWFORDS CORNER ROAD, SUITE 1405		US	MD	221897375	MONMOUTH REAL ESTATE INVESTMENT TRUST	19900403	1-LAF	0	0930	8-K	20200131			20200206	2020-02-06 17:22:00.0	0	0	form8-k_htm.xml	1	
0001504461-20-000010	1504461	NGL ENERGY PARTNERS LP	5172	US	OK	TULSA	74136	6120 S. YALE	SUITE 805	918.481.1119	US	OK	TULSA	74136	6120 S. YALE	SUITE 805	US	TX	273427920	SILVERTHORNE ENERGY PARTNERS LP	20101028	1-LAF	0	0331	8-K	20200131			20200206	2020-02-06 08:00:00.0	0	0	form8-k123119earningsr_htm.xml	1	
0001504461-20-000013	1504461	NGL ENERGY PARTNERS LP	5172	US	OK	TULSA	74136	6120 S. YALE	SUITE 805	918.481.1119	US	OK	TULSA	74136	6120 S. YALE	SUITE 805	US	TX	273427920	SILVERTHORNE ENERGY PARTNERS LP	20101028	1-LAF	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 17:33:00.0	0	1	ngl-12312019x10q_htm.xml	1	
0001506293-20-000011	1506293	PINTEREST, INC.	7370	US	CA	SAN FRANCISCO	94107	505 BRANNAN STREET		(415) 617-5585	US	CA	SAN FRANCISCO	94107	505 BRANNAN STREET		US	DE	263607129	PINTEREST, INC.	20120808	4-NON	0	1231	8-K	20200131			20200206	2020-02-06 16:11:00.0	0	0	pins-20200206_htm.xml	1	
0001524472-20-000003	1524472	XYLEM INC.	3561	US	NY	RYE BROOK	10573	1 INTERNATIONAL DRIVE		914-304-1700	US	NY	RYE BROOK	10573	1 INTERNATIONAL DRIVE		US	IN	452080495	ITT WCO, INC.	20110628	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 07:02:00.0	1	0	xyl020620208k_htm.xml	1	
0001530950-20-000050	1530950	POST HOLDINGS, INC.	2040	US	MO	ST. LOUIS	63144	2503 S. HANLEY ROAD		314-644-7600	US	MO	ST. LOUIS	63144	2503 S. HANLEY ROAD		US	MO	453355106			1-LAF	0	0930	8-K	20200131			20200206	2020-02-06 17:03:00.0	0	0	form8k020620_htm.xml	1	
0001532176-20-000005	872589	REGENERON PHARMACEUTICALS, INC.	2834	US	NY	TARRYTOWN	10591	777 OLD SAW MILL RIVER ROAD		9148477000	US	NY	TARRYTOWN	10591	777 OLD SAW MILL RIVER ROAD		US	NY	133444607	REGENERON PHARMACEUTICALS INC	19930328	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 07:34:00.0	0	0	form8-kq42019_htm.xml	1	
0001534504-20-000023	1534504	PBF ENERGY INC.	2911	US	NJ	PARSIPPANY	07054	1 SYLVAN WAY		973-455-7500	US	NJ	PARSIPPANY	07054	1 SYLVAN WAY		US	DE	000000000			1-LAF	0	1231	8-K	20200131			20200206	2020-02-05 18:23:00.0	1	0	a8-kmartinezclosing_htm.xml	3	1645026 1566011
0001543151-20-000005	1543151	UBER TECHNOLOGIES, INC	7389	US	CA	SAN FRANCISCO	94103	1455 MARKET ST., 4TH FLOOR		415-612-8582	US	CA	SAN FRANCISCO	94103	1455 MARKET ST., 4TH FLOOR		US	DE	452647441			4-NON	0	1231	8-K	20200131			20200206	2020-02-06 16:08:00.0	0	0	uberq419form8-k_htm.xml	1	
0001553350-20-000128	788920	PRO DEX INC	3841	US	CA	IRVINE	92614	2361 MCGAW AVENUE		949-769-3231	US	CA	IRVINE	92614	2361 MCGAW AVENUE		US	CA	000000000	PRO-DEX, INC.	20151110	4-NON	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 16:02:00.0	0	1	pdex-20191231.xml	1	
0001554795-20-000033	1507181	MOUNTAIN HIGH ACQUISITIONS CORP.	3600	US	AZ	SCOTTSDALE	85254	6501 E. GREENWAY PKWY	SUITE 103-412	303-544-2115	US	AZ	SCOTTSDALE	85254	6501 E. GREENWAY PKWY	SUITE 103-412	US	CO	273515499	WIRELESS ATTACHMENTS, INC.	20101207	4-NON	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 11:59:00.0	0	1	myhi-20191231.xml	1	
0001558370-20-000537	85535	ROYAL GOLD INC	6795	US	CO	DENVER	80202	1144 15TH STREET	SUITE 2500	303-573-1660	US	CO	DENVER	80202	1144 15TH STREET	SUITE 2500	US	DE	840835164	ROYAL GOLD INC /DE/	19920703	1-LAF	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-05 18:20:00.0	0	1	rgld-20191231x10qc4c6f1_htm.xml	1	
0001558370-20-000548	1490892	CORESITE REALTY CORP	6798	US	CO	DENVER	80202	1001 17TH STREET	SUITE 500	(866) 777-2673	US	CO	DENVER	80202	1001 17TH STREET	SUITE 500	US	MD	000000000			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 06:55:00.0	0	0	cor-20200206x8k46dbb19_htm.xml	1	
0001558370-20-000551	1597264	BLUEPRINT MEDICINES CORP	2834	US	MA	CAMBRIDGE	02139	45 SIDNEY STREET		617-374-7580	US	MA	CAMBRIDGE	02139	45 SIDNEY STREET		US	DE	000000000			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 08:15:00.0	0	0	bpmc-20200113x8k5205c72_htm.xml	1	
0001558370-20-000553	85535	ROYAL GOLD INC	6795	US	CO	DENVER	80202	1144 15TH STREET	SUITE 2500	303-573-1660	US	CO	DENVER	80202	1144 15TH STREET	SUITE 2500	US	DE	840835164	ROYAL GOLD INC /DE/	19920703	1-LAF	0	0630	8-K	20200131			20200206	2020-02-06 08:31:00.0	0	0	rgld-20190205x8k69f72f5_htm.xml	1	
0001558370-20-000574	1009759	CAPSTONE TURBINE CORP	3510	US	CA	VAN NUYS	91406	16640 STAGG STREET		818-734-5300	US	CA	VAN NUYS	91406	16640 STAGG STREET		US	DE	954180883	CAPSTONE TURBINE CORP	20000314	4-NON	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 16:07:00.0	0	1	cpst-20191231.xml	1	
0001558370-20-000575	57725	LANNETT CO INC	2834	US	PA	PHILADELPHIA	19136	9000 STATE RD		2153339000	US	PA	PHLADELPHIA	19136	9000 STATE ROAD	9000 STATE ROAD	US	DE	230787699	NETHERLANDS SECURITIES INC	19660629	2-ACC	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 16:07:00.0	0	1	lci-20191231.xml	1	
0001558370-20-000576	1050377	PC CONNECTION INC	5961	US	NH	MERRIMACK	03054	ROUTE 101A	730 MILFORD RD	6036832000	US	NH	MERRIMACK	03054	ROUTE 101A	730 MILFORD RD	US	DE	020513618			2-ACC	0	1231	10-K	20191231	2019	FY	20200206	2020-02-06 16:07:00.0	0	1	cnxn-20191231.xml	1	
0001558370-20-000581	66740	3M CO	3841	US	MN	ST PAUL	55144-1000	3M CENTER	BLDG. 220-13E-26A	6517331474	US	MN	ST. PAUL	55144-1000	3M CENTER	BLDG. 220-13E-26A	US	DE	410417775	MINNESOTA MINING & MANUFACTURING CO	19920703	1-LAF	1	1231	10-K	20191231	2019	FY	20200206	2020-02-06 16:17:00.0	0	1	mmm-20191231x10k62bf35_htm.xml	1	
0001558370-20-000585	1519061	TRINSEO S.A.	2821	US	PA	BERWYN	19312	1000 CHESTERBROOK BOULEVARD	SUITE 3000	610-240-3200	US	PA	BERWYN	19312	1000 CHESTERBROOK BOULEVARD	SUITE 3000			000000000	BAIN CAPITAL EVEREST (LUXCO 2) S.A R.L.	20110426	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:25:00.0	1	0	tse-20200206x8kddc7436_htm.xml	1	
0001558370-20-000586	933974	BROOKS AUTOMATION, INC.	3559	US	MA	CHELMSFORD	01824	15 ELIZABETH DRIVE		(978) 262-2400	US	MA	CHELMSFORD	01824	15 ELIZABETH DRIVE		US	DE	043040660	BROOKS AUTOMATION INC	20030228	1-LAF	0	0930	10-Q	20191231	2020	Q1	20200206	2020-02-06 16:27:00.0	0	1	brks-20191231x10qbd3543_htm.xml	1	
0001562762-20-000027	876427	MONRO, INC.	7500	US	NY	ROCHESTER	14615-3808	200 HOLLEDER PKWY		5856476400	US	NY	ROCHESTER	14615-3808	200 HOLLEDER PKWY		US	NY	160838627	MONRO MUFFLER BRAKE INC	19930328	1-LAF	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 15:07:00.0	0	1	mnro-20191228x10q_htm.xml	1	
0001562762-20-000029	1576940	CENTURY COMMUNITIES, INC.	1531	US	CO	GREENWOOD VILLAGE	80111	8390 E. CRESCENT PKWY., SUITE 650		303.770.8300	US	CO	GREENWOOD VILLAGE	80111	8390 E. CRESCENT PKWY., SUITE 650		US	DE	680521411			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:20:00.0	0	0	ccs-20200206x8k_htm.xml	1	
0001564590-20-003539	94344	STEWART INFORMATION SERVICES CORP	6361	US	TX	HOUSTON	77056	1360 POST OAK BLVD	SUITE 100	7136258100	US	TX	HOUSTON	77056	1360 POST OAK BLVD	SUITE 100	US	DE	741677330			1-LAF	0	1231	8-K	20200131			20200206	2020-02-05 19:16:00.0	0	0	stc-8k_20200205_htm.xml	1	
0001564590-20-003563	889900	PATTERSON UTI ENERGY INC	1381	US	TX	HOUSTON	77064	10713 WEST SAM HOUSTON PARKWAY NORTH	SUITE 800	2817657100	US	TX	HOUSTON	77064	10713 WEST SAM HOUSTON PARKWAY NORTH	SUITE 800	US	DE	752504748	PATTERSON ENERGY INC	19940228	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 06:01:00.0	0	0	pten-8k_20200206_htm.xml	1	
0001564590-20-003566	933034	STRATTEC SECURITY CORP	3714	US	WI	MILWAUKEE	53209	3333 WEST GOOD HOPE ROAD		4142473333	US	WI	MILWAUKEE	53209	3333 W GOOD HOPE ROAD		US	WI	391804239			2-ACC	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 06:03:00.0	0	1	strt-10q_20191229_htm.xml	1	
0001564590-20-003571	1734713	BRIGHTVIEW HOLDINGS, INC.	0700	US	PA	BLUE BELL	19422	980 JOLLY ROAD	SUITE 300	(484) 567-7204	US	PA	BLUE BELL	19422	980 JOLLY ROAD	SUITE 300	US	DE	464190788			2-ACC	0	0930	10-Q	20191231	2020	Q1	20200206	2020-02-06 06:11:00.0	0	1	bv-20191231.xml	1	
0001564590-20-003577	1368458	SALLY BEAUTY HOLDINGS, INC.	5990	US	TX	DENTON	76210	3001 COLORADO BOULEVARD		(940) 898-7500	US	TX	DENTON	76210	3001 COLORADO BOULEVARD				362257936	NEW SALLY HOLDINGS, INC.	20060707	1-LAF	0	0930	8-K	20200131			20200206	2020-02-06 06:46:00.0	1	0	sbh-8k_20200206_htm.xml	1	
0001564590-20-003578	1604028	ADVANCED DRAINAGE SYSTEMS, INC.	3086	US	OH	HILLIARD	43026	4640 TRUEMAN BOULEVARD		614-658-0050	US	OH	HILLIARD	43026	4640 TRUEMAN BOULEVARD		US	DE	510105665			1-LAF	0	0331	8-K	20200131			20200206	2020-02-06 06:48:00.0	0	0	wms-8k_20200206_htm.xml	1	
0001564590-20-003579	1626115	PJT PARTNERS INC.	6282	US	NY	NEW YORK	10017	280 PARK AVENUE	16TH FLOOR	212-364-7800	US	NY	NEW YORK	10017	280 PARK AVENUE	16TH FLOOR	US	DE	364797143	BLACKSTONE ADVISORY INC.	20141120	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 06:51:00.0	0	0	pjt-8k_20200204_htm.xml	1	
0001564590-20-003580	926282	ADTRAN INC	3661	US	AL	HUNTSVILLE	35806	901 EXPLORER BLVD		256-963-8220	US	AL	HUNTSVILLE	35806	901 EXPLORER BLVD		US	DE	630918200			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 06:55:00.0	0	0	adtn-8k_20200205_htm.xml	1	
0001564590-20-003585	815094	ABIOMED INC	3841	US	MA	DANVERS	01923	22 CHERRY HILL DR		9787775410	US	MA	DANVERS	01923	22 CHERRY HILL DRIVE		US	DE	042743260			1-LAF	0	0331	8-K	20200131			20200206	2020-02-06 07:27:00.0	0	0	abmd-8k_20200206_htm.xml	1	
0001564590-20-003587	1005210	SUBURBAN PROPANE PARTNERS LP	5900	US	NJ	WIPPANY	07981	P O BOX 206	240 ROUTE 10 WEST	9738875300	US	NJ	WHIPPANY	07981	ONE SUBURBAN PLZ	240 RTE 10 WEST	US	DE	223410353			1-LAF	0	0930	8-K	20200131			20200206	2020-02-06 07:58:00.0	0	0	sph-8k_20200206_htm.xml	1	
0001564590-20-003590	878927	OLD DOMINION FREIGHT LINE, INC.	4213	US	NC	THOMASVILLE	27360	500 OLD DOMINION WAY		3368895000	US	NC	THOMASVILLE	27360	500 OLD DOMINION WAY		US	VA	560751714	OLD DOMINION FREIGHT LINE INC/VA	19930328	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 08:04:00.0	0	0	odfl-8k_20200206_htm.xml	1	
0001564590-20-003596	100726	UNIFI INC	2200	US	NC	GREENSBORO	27419-9109	7201 WEST FRIENDLY RD	P O BOX 19109	9192944410	US	NC	GREENSBORO	24719-9109	7201 W FRIENDLY RD	PO BOX 19109	US	NY	112165495	AUTOMATED ENVIRONMENTAL SYSTEMS INC	19720906	2-ACC	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 08:27:00.0	0	1	ufi-20191229.xml	1	
0001564590-20-003599	1094831	BGC PARTNERS, INC.	6200	US	NY	NEW YORK	10022	499 PARK AVENUE		212-610-2200	US	NY	NEW YORK	10022	499 PARK AVENUE		US	DE	134063515	ESPEED INC	19990913	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 08:32:00.0	0	0	bgcp-8k_20200206_htm.xml	1	
0001564590-20-003606	1368458	SALLY BEAUTY HOLDINGS, INC.	5990	US	TX	DENTON	76210	3001 COLORADO BOULEVARD		(940) 898-7500	US	TX	DENTON	76210	3001 COLORADO BOULEVARD				362257936	NEW SALLY HOLDINGS, INC.	20060707	1-LAF	0	0930	10-Q	20191231	2020	Q1	20200206	2020-02-06 10:31:00.0	0	1	sbh-10q_20191231_htm.xml	1	
0001564590-20-003609	1005210	SUBURBAN PROPANE PARTNERS LP	5900	US	NJ	WIPPANY	07981	P O BOX 206	240 ROUTE 10 WEST	9738875300	US	NJ	WHIPPANY	07981	ONE SUBURBAN PLZ	240 RTE 10 WEST	US	DE	223410353			1-LAF	0	0930	10-Q	20191231	2020	Q1	20200206	2020-02-06 11:02:00.0	0	1	sph-10q_20191228_htm.xml	1	
0001564590-20-003634	1001115	GEOSPACE TECHNOLOGIES CORP	3829	US	TX	HOUSTON	77040	7007 PINEMONT DR.		7139864444	US	TX	HOUSTON	77040	7007 PINEMONT DR.		US	TX	760447780	OYO GEOSPACE CORP	19950919	2-ACC	0	0930	10-Q	20191231	2020	Q1	20200206	2020-02-06 12:32:00.0	0	1	geos-20191231.xml	1	
0001564590-20-003661	41719	GLATFELTER P H CO	2621	US	PA	YORK	17401	96 S GEORGE ST	STE 500	7172252709	US	PA	YORK	17401	96 S GEORGE ST	STE 500	US	PA	230628360			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 15:20:00.0	0	0	glt-8k_20200206_htm.xml	1	
0001564590-20-003676	1021162	TRIUMPH GROUP INC	3720	US	PA	BERWYN	19312	899 CASSATT ROAD	SUITE 210	(610) 251-1000	US	PA	BERWYN	19312	899 CASSATT ROAD	SUITE 210	US	DE	510347963	TRIUMPH GROUP INC /	19960819	1-LAF	0	0331	8-K	20200131			20200206	2020-02-06 16:01:00.0	0	0	tgi-8k_20200206_htm.xml	1	
0001564590-20-003680	884219	VIAD CORP	7389	US	AZ	PHOENIX	85004-4565	1850 NORTH CENTRAL AVE	SUITE 1900	(602) 207-1000	US	AZ	PHOENIX	85004-4565	1850 NORTH CENTRAL AVE	SUITE 1900	US	DE	361169950	DIAL CORP /DE/	19930823	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:06:00.0	0	0	vvi-8k_20200206_htm.xml	1	
0001564590-20-003682	815094	ABIOMED INC	3841	US	MA	DANVERS	01923	22 CHERRY HILL DR		9787775410	US	MA	DANVERS	01923	22 CHERRY HILL DRIVE		US	DE	042743260			1-LAF	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 16:08:00.0	0	1	abmd-10q_20191231_htm.xml	1	
0001564590-20-003687	1065837	SKECHERS USA INC	3140	US	CA	MANHATTAN BEACH	90266	228 MANHATTAN BEACH BLVD		3103183100	US	CA	MANHATTAN BEACH	90266	228 MANHATTAN BEACH BLVD		US	DE	954376145			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:11:00.0	0	0	skx-8k_20200206_htm.xml	1	
0001564590-20-003688	1398659	GENPACT LTD	8742	BM		HAMILTON	HM 12	CANON'S COURT	22 VICTORIA STREET	4412952244	BM		HAMILTON	HM 12	CANON'S COURT	22 VICTORIA STREET	BM		980533350			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:11:00.0	0	0	g-8k_20200206_htm.xml	1	
0001564590-20-003690	704532	ONTO INNOVATION INC.	3829	US	MA	WILMINGTON	01887	16 JONSPIN ROAD		408-545-6000	US	MA	WILMINGTON	01887	16 JONSPIN ROAD		US	DE	942276314	NANOMETRICS INC	19920703	1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:13:00.0	0	0	onto-8k_20200206_htm.xml	1	
0001564590-20-003697	899923	MYRIAD GENETICS INC	2835	US	UT	SALT LAKE CITY	84108	320 WAKARA WAY		801-584-3600	US	UT	SALT LAKE CITY	84108	320 WAKARA WAY		US	DE	870494517			1-LAF	0	0630	8-K	20200131			20200206	2020-02-06 16:21:00.0	1	0	mygn-8k_20200206_htm.xml	1	
0001564590-20-003700	1604028	ADVANCED DRAINAGE SYSTEMS, INC.	3086	US	OH	HILLIARD	43026	4640 TRUEMAN BOULEVARD		614-658-0050	US	OH	HILLIARD	43026	4640 TRUEMAN BOULEVARD		US	DE	510105665			1-LAF	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 16:25:00.0	0	1	wms-10q_20191231_htm.xml	1	
0001564590-20-003702	720500	AMTECH SYSTEMS INC	3559	US	AZ	TEMPE	85281	131 SOUTH CLARK DRIVE		4809675146	US	AZ	TEMPE	85281	131 SOUTH CLARK DRIVE		US	AZ	860411215	QUARTZ ENGINEERING & MATERIALS INC	19870715	2-ACC	0	0930	10-Q	20191231	2020	Q1	20200206	2020-02-06 16:28:00.0	0	1	asys-10q_20191231_htm.xml	1	
0001564590-20-003708	800240	OFFICE DEPOT INC	5940	US	FL	BOCA RATON	33496	6600 NORTH MILITARY TRAIL		561-438-4800	US	FL	BOCA RATON	33496	6600 NORTH MILITARY TRAIL		US	DE	592663954			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:33:00.0	1	0	odp-8k_20200203_htm.xml	1	
0001564590-20-003709	1409375	ORION ENERGY SYSTEMS, INC.	3640	US	WI	MANITOWOC	54220	2210 WOODLAND DRIVE		800-660-9340	US	WI	MANITOWOC	54220	2210 WOODLAND DRIVE		US	WI	391847269			4-NON	0	0331	10-Q	20191231	2020	Q3	20200206	2020-02-06 16:35:00.0	0	1	oesx-20191231.xml	1	
0001564590-20-003711	16040	CABOT CORP	2890	US	MA	BOSTON	02210	TWO SEAPORT LANE SUITE 1300		6173450100	US	MA	BOSTON	02210	TWO SEAPORT LANE SUITE 1300		US	DE	042271897	CABOT GODFREY L INC	19680418	1-LAF	0	0930	10-Q	20191231	2020	Q1	20200206	2020-02-06 16:41:00.0	0	1	cbt-10q_20191231_htm.xml	1	
0001564590-20-003718	61986	MANITOWOC CO INC	3531	US	WI	MILWAUKEE	53224	11270 WEST PARK PLACE	SUITE 10000	9206522222	US	WI	MILWAUKEE	53224	11270 WEST PARK PLACE	SUITE 10000	US	WI	390448110			1-LAF	0	1231	8-K	20200131			20200206	2020-02-06 16:51:00.0	0	0	mtw-8k_20191231_htm.xml	1	
0001564590-20-003726	817720	SYNAPTICS INC	3674	US	CA	SAN JOSE	95131-3326	1251 MCKAY DRIVE		408-904-1100	US	CA	SAN JOSE	95131-3326	1251 MCKAY DRIVE		US	DE	770118518	SYNAPTICS INC	20010216	1-LAF	0	0630	10-Q	20191231	2020	Q2	20200206	2020-02-06 17:02:00.0	0	1	syna-10q_20191228_htm.xml	1	
